,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Bad - 2012 Remaster___Michael Jackson,0.787,0.889,8,-3.786,1,0.0397,0.00462,0.423,0.0665,0.394,114.091,audio_features,5lWFrW5T3JtxVCLDb7etPu,spotify:track:5lWFrW5T3JtxVCLDb7etPu,https://api.spotify.com/v1/tracks/5lWFrW5T3JtxVCLDb7etPu,https://api.spotify.com/v1/audio-analysis/5lWFrW5T3JtxVCLDb7etPu,247360,4,Bad 25th Anniversary,24TAupSNVWSAHL0R7n71vm
Slow Down___Leah Maur,0.777,0.856,0,-3.825,0,0.0356,0.0121,0.000838,0.0604,0.959,127.011,audio_features,1WoIymsErhysJul6nsyCRa,spotify:track:1WoIymsErhysJul6nsyCRa,https://api.spotify.com/v1/tracks/1WoIymsErhysJul6nsyCRa,https://api.spotify.com/v1/audio-analysis/1WoIymsErhysJul6nsyCRa,188267,4,Dance Rock,4rIHoLwTP3ByOicw0JIafh
Stuck with Me___Green Day,0.306,0.982,3,-2.822,1,0.0828,2.78e-05,0.000386,0.0325,0.893,191.838,audio_features,0CXOYEN8m6MuyVY0F1vJTb,spotify:track:0CXOYEN8m6MuyVY0F1vJTb,https://api.spotify.com/v1/tracks/0CXOYEN8m6MuyVY0F1vJTb,https://api.spotify.com/v1/audio-analysis/0CXOYEN8m6MuyVY0F1vJTb,135400,4,Insomniac,7d3nOmFvL51roNElAdpi9d
Douten___Aku,0.487,0.76,1,-11.731,1,0.0337,4.1e-05,0.867,0.144,0.628,155.048,audio_features,5Uv9oIGOPw070YWvAAva1i,spotify:track:5Uv9oIGOPw070YWvAAva1i,https://api.spotify.com/v1/tracks/5Uv9oIGOPw070YWvAAva1i,https://api.spotify.com/v1/audio-analysis/5Uv9oIGOPw070YWvAAva1i,181161,4,Douten,2mDRJFPNpytrz2VVfqRHtx
You’re The Best Thing About Me - U2 Vs. Kygo___U2,0.779,0.601,2,-7.769,1,0.0858,0.00582,0,0.0875,0.694,117.059,audio_features,4QWSk7Ynu34r3EOHSwp9nI,spotify:track:4QWSk7Ynu34r3EOHSwp9nI,https://api.spotify.com/v1/tracks/4QWSk7Ynu34r3EOHSwp9nI,https://api.spotify.com/v1/audio-analysis/4QWSk7Ynu34r3EOHSwp9nI,256493,4,Songs Of Experience (Deluxe Edition),6S9YaGXnmRe8tWJ0e457HP
Shivers - Acoustic Version___John Dahlbäck,,,,,,,,,,,,,,,,,,,,
Ghettos Worldwide___digitalluc,0.607,0.672,2,-7.732,0,0.102,0.153,0.0539,0.289,0.248,87.999,audio_features,1RmlB5FlFYWQkP8BrveswR,spotify:track:1RmlB5FlFYWQkP8BrveswR,https://api.spotify.com/v1/tracks/1RmlB5FlFYWQkP8BrveswR,https://api.spotify.com/v1/audio-analysis/1RmlB5FlFYWQkP8BrveswR,173128,4,Waitwait,1yWsCKu5GgKx8RcddQZmgc
Kodthe___Harika Narayan,0.73,0.965,5,-5.859,0,0.0612,0.555,0.0889,0.373,0.664,108.003,audio_features,1f4NEyZy3vYYH4YEAxbcsF,spotify:track:1f4NEyZy3vYYH4YEAxbcsF,https://api.spotify.com/v1/tracks/1f4NEyZy3vYYH4YEAxbcsF,https://api.spotify.com/v1/audio-analysis/1f4NEyZy3vYYH4YEAxbcsF,229491,4,Ghani,7scueGKsRaZFFbCjRKxWYY
What'd I Miss___Daveed Diggs,,,,,,,,,,,,,,,,,,,,
Oops (feat. Charlie Puth)___Little Mix,,,,,,,,,,,,,,,,,,,,
Mad Sounds___Arctic Monkeys,,,,,,,,,,,,,,,,,,,,
Library___RADWIMPS,0.228,0.153,7,-16.457,0,0.0347,0.674,0.932,0.0622,0.0388,55.699,audio_features,23mLwgHatcxmvxQqRYcjHo,spotify:track:23mLwgHatcxmvxQqRYcjHo,https://api.spotify.com/v1/tracks/23mLwgHatcxmvxQqRYcjHo,https://api.spotify.com/v1/audio-analysis/23mLwgHatcxmvxQqRYcjHo,103720,4,Your Name.,4qApTp9557qYZzRLEih4uP
Smoke And Mirrors___Imagine Dragons,,,,,,,,,,,,,,,,,,,,
Long Way From Home___The Lumineers,,,,,,,,,,,,,,,,,,,,
Bitter Sweet Symphony___The Verve,,,,,,,,,,,,,,,,,,,,
Shallow___Lady Gaga,,,,,,,,,,,,,,,,,,,,
Mercy - Acoustic Guitar___Shawn Mendes,0.622,0.346,11,-6.522,0,0.0311,0.747,0,0.113,0.428,144.069,audio_features,2lJOKBuPgR9vcD4PLxTakY,spotify:track:2lJOKBuPgR9vcD4PLxTakY,https://api.spotify.com/v1/tracks/2lJOKBuPgR9vcD4PLxTakY,https://api.spotify.com/v1/audio-analysis/2lJOKBuPgR9vcD4PLxTakY,221200,4,Mercy (Acoustic Guitar),7JiIzxFCvrHYxVM1A8stBV
8___Billie Eilish,0.652,0.862,8,-2.29,0,0.206,0.161,0,0.203,0.727,173.859,audio_features,42ETKyApzUl8hTtytFAjen,spotify:track:42ETKyApzUl8hTtytFAjen,https://api.spotify.com/v1/tracks/42ETKyApzUl8hTtytFAjen,https://api.spotify.com/v1/audio-analysis/42ETKyApzUl8hTtytFAjen,210000,4,8 Parche,5vMZWQdiqWB8iaeqnBfdRu
Run This Town___JAY-Z,,,,,,,,,,,,,,,,,,,,
I Bet My Life - Bastille Remix___Imagine Dragons,,,,,,,,,,,,,,,,,,,,
Sad Song (feat. Elena Coats)___We The Kings,0.512,0.526,1,-5.44,1,0.0251,0.0724,0,0.0675,0.249,85.024,audio_features,7tYKa4wd7gL5LwcxidBPkG,spotify:track:7tYKa4wd7gL5LwcxidBPkG,https://api.spotify.com/v1/tracks/7tYKa4wd7gL5LwcxidBPkG,https://api.spotify.com/v1/audio-analysis/7tYKa4wd7gL5LwcxidBPkG,226330,4,Somewhere Somehow,3XkfUsDI2SBSWOqVhPz8fz
Shirohae___Casper Esmann,,,,,,,,,,,,,,,,,,,,
Now That I've Found You___Martin Garrix,0.495,0.831,5,-5.812,0,0.0319,0.021,4.79e-05,0.495,0.414,128.064,audio_features,24tVqMiAtv8jmpNPhBEsDY,spotify:track:24tVqMiAtv8jmpNPhBEsDY,https://api.spotify.com/v1/tracks/24tVqMiAtv8jmpNPhBEsDY,https://api.spotify.com/v1/audio-analysis/24tVqMiAtv8jmpNPhBEsDY,192632,5,Now That I've Found You,38DkYeBW88ThKrbi21eRLB
City Of Dreams - Radio Edit___Dirty South,,,,,,,,,,,,,,,,,,,,
Strong and Strike___Guitarrista de Atena,,,,,,,,,,,,,,,,,,,,
Shinzo wo Sasageyo!___Linked Horizon,,,,,,,,,,,,,,,,,,,,
The Last Of The Real Ones___Fall Out Boy,0.576,0.872,8,-5.293,1,0.0471,0.00599,0,0.188,0.559,115.042,audio_features,6e13443Ve7RGcAUScTgYtl,spotify:track:6e13443Ve7RGcAUScTgYtl,https://api.spotify.com/v1/tracks/6e13443Ve7RGcAUScTgYtl,https://api.spotify.com/v1/audio-analysis/6e13443Ve7RGcAUScTgYtl,230400,4,MANIA,02s2F3XMnv9vr2syELbSsu
Wish I Never Met You___Loote,0.621,0.692,7,-5.279,1,0.217,0.0797,0,0.0806,0.705,165.967,audio_features,6Wrx0ZDaB3dxBDl1ZnddXT,spotify:track:6Wrx0ZDaB3dxBDl1ZnddXT,https://api.spotify.com/v1/tracks/6Wrx0ZDaB3dxBDl1ZnddXT,https://api.spotify.com/v1/audio-analysis/6Wrx0ZDaB3dxBDl1ZnddXT,204733,4,single.,6XeL8rkWXe5pUdg2uGqmak
Flames (with ZAYN)___R3HAB,0.358,0.644,5,-8.027,0,0.0811,0.154,0,0.0898,0.436,152.085,audio_features,3KPBh2wNoigGDMWQMeE7IV,spotify:track:3KPBh2wNoigGDMWQMeE7IV,https://api.spotify.com/v1/tracks/3KPBh2wNoigGDMWQMeE7IV,https://api.spotify.com/v1/audio-analysis/3KPBh2wNoigGDMWQMeE7IV,155526,4,Flames (The EP),4hPWxYpXTkXlL4Z7yWrXbl
160: Bang Like a Pilgrim with Emily Willis___Stiff Socks,,,,,,,,,,,,,,,,,,,,
Luka Chuppi___A.R. Rahman,0.601,0.441,4,-8.946,1,0.0285,0.645,1.08e-06,0.0986,0.202,103.862,audio_features,500H9ENeR5AYbKU1ScK6ME,spotify:track:500H9ENeR5AYbKU1ScK6ME,https://api.spotify.com/v1/tracks/500H9ENeR5AYbKU1ScK6ME,https://api.spotify.com/v1/audio-analysis/500H9ENeR5AYbKU1ScK6ME,396507,4,Rang De Basanti (Original Motion Picture Soundtrack),0NKNDn80mhKn4Xi6nHrsqQ
Yellow___Coldplay,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4,Parachutes,6ZG5lRT77aJ3btmArcykra
cantina band ~ star wars lofi___Closed on Sunday,,,,,,,,,,,,,,,,,,,,
Take My Hand___Janji,0.532,0.632,1,-6.765,0,0.0331,0.0937,0,0.169,0.175,121.934,audio_features,1Z650q7rTHtlSWi17dvDFo,spotify:track:1Z650q7rTHtlSWi17dvDFo,https://api.spotify.com/v1/tracks/1Z650q7rTHtlSWi17dvDFo,https://api.spotify.com/v1/audio-analysis/1Z650q7rTHtlSWi17dvDFo,194626,4,Take My Hand,08yGtFtsjppMCvfHUBGkYZ
Aise Na Chhoro___Guru Randhawa,,,,,,,,,,,,,,,,,,,,
Heaven___FINNEAS,0.526,0.321,2,-6.725,1,0.0425,0.153,0.000279,0.171,0.164,137.962,audio_features,6ffYo8tC59HxyHl38hVJ1j,spotify:track:6ffYo8tC59HxyHl38hVJ1j,https://api.spotify.com/v1/tracks/6ffYo8tC59HxyHl38hVJ1j,https://api.spotify.com/v1/audio-analysis/6ffYo8tC59HxyHl38hVJ1j,222664,4,Heaven,4XQ0CiiS59ETmJPGpPlxWU
Spend Some Time___Eminem,,,,,,,,,,,,,,,,,,,,
If You Want___PACIFICA,,,,,,,,,,,,,,,,,,,,
Change Clothes___JAY-Z,0.895,0.628,10,-3.79,1,0.0473,0.0412,0,0.059,0.34,104.009,audio_features,1xE7osYAtzz1PvLoVdOp5E,spotify:track:1xE7osYAtzz1PvLoVdOp5E,https://api.spotify.com/v1/tracks/1xE7osYAtzz1PvLoVdOp5E,https://api.spotify.com/v1/audio-analysis/1xE7osYAtzz1PvLoVdOp5E,258427,4,The Black Album,4FWvo9oS4gRgHtAwDwUjiO
The Day I Knew I Needed You___MARLOE.,0.531,0.675,11,-6.925,1,0.0334,0.335,0.000134,0.081,0.297,87.978,audio_features,0huk4l7x34kKx8cvcBtCmH,spotify:track:0huk4l7x34kKx8cvcBtCmH,https://api.spotify.com/v1/tracks/0huk4l7x34kKx8cvcBtCmH,https://api.spotify.com/v1/audio-analysis/0huk4l7x34kKx8cvcBtCmH,214432,4,Marloe.,6bc9hlPNIvDkBKsuWBmeZT
Shake That___Eminem,,,,,,,,,,,,,,,,,,,,
Secret Base but is it okay if it's lofi?___Kijugo,,,,,,,,,,,,,,,,,,,,
Highlights___The Classic Crime,,,,,,,,,,,,,,,,,,,,
Seven___Claudia Valentina,0.706,0.628,4,-9.446,1,0.0303,0.0221,7.93e-05,0.108,0.637,119.062,audio_features,2nJTLLbXbYOvDX64QXoNc1,spotify:track:2nJTLLbXbYOvDX64QXoNc1,https://api.spotify.com/v1/tracks/2nJTLLbXbYOvDX64QXoNc1,https://api.spotify.com/v1/audio-analysis/2nJTLLbXbYOvDX64QXoNc1,219013,4,Car Music,6u3udClWvKmNKecr3Yv5z8
Gold - Jorgen Odegard Remix___Imagine Dragons,,,,,,,,,,,,,,,,,,,,
Wandering___Jars Of Bees,0.215,0.128,0,-19.407,1,0.0409,0.721,0.941,0.0862,0.0829,139.983,audio_features,3DSmKmCgRH7vSmdZXBbH4P,spotify:track:3DSmKmCgRH7vSmdZXBbH4P,https://api.spotify.com/v1/tracks/3DSmKmCgRH7vSmdZXBbH4P,https://api.spotify.com/v1/audio-analysis/3DSmKmCgRH7vSmdZXBbH4P,195429,4,An Opening,5n0dpiHtn11yPUbyBQY5Ak
Dancing On My Own___Calum Scott,,,,,,,,,,,,,,,,,,,,
7 Years___Lukas Graham,0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,audio_features,5kqIPrATaCc2LqxVWzQGbk,spotify:track:5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,237300,4,Lukas Graham,4rFrdkSWs0dtj0rWPzOk1v
My Name (Naruto Shippuden)___Guitarrista de Atena,0.517,0.84,7,-7.865,1,0.0566,8.3e-05,0.867,0.279,0.852,155.978,audio_features,2HK5Bwrn61wmt9T0LquBXX,spotify:track:2HK5Bwrn61wmt9T0LquBXX,https://api.spotify.com/v1/tracks/2HK5Bwrn61wmt9T0LquBXX,https://api.spotify.com/v1/audio-analysis/2HK5Bwrn61wmt9T0LquBXX,132444,4,My Name (Naruto Shippuden),2dl1mrhVYPk3nu9AaBeoyh
Karate___R3HAB,,,,,,,,,,,,,,,,,,,,
Gun Song___The Lumineers,0.683,0.713,7,-5.512,1,0.025,0.294,2.47e-05,0.0997,0.286,96.27,audio_features,1NAdsAL6eeT7AdDJxbJvSR,spotify:track:1NAdsAL6eeT7AdDJxbJvSR,https://api.spotify.com/v1/tracks/1NAdsAL6eeT7AdDJxbJvSR,https://api.spotify.com/v1/audio-analysis/1NAdsAL6eeT7AdDJxbJvSR,216547,4,Cleopatra,5y1YWb4OONEGbxZQLRNUwO
Pads of Redemption___Masala Roo,,,,,,,,,,,,,,,,,,,,
Ikebukuro___Chasing Mirrors,0.32,0.191,2,-18.197,1,0.0326,0.97,0.887,0.0795,0.423,200.115,audio_features,48v3917buP5GnxagYe6gU9,spotify:track:48v3917buP5GnxagYe6gU9,https://api.spotify.com/v1/tracks/48v3917buP5GnxagYe6gU9,https://api.spotify.com/v1/audio-analysis/48v3917buP5GnxagYe6gU9,206400,3,,
Voldemort___With Confidence,,,,,,,,,,,,,,,,,,,,
Remember me Happy___Alex Warren,0.561,0.36,2,-8.268,1,0.0421,0.851,0,0.122,0.503,86.278,audio_features,6LmgJRJKksk4FlSWBBLWpw,spotify:track:6LmgJRJKksk4FlSWBBLWpw,https://api.spotify.com/v1/tracks/6LmgJRJKksk4FlSWBBLWpw,https://api.spotify.com/v1/audio-analysis/6LmgJRJKksk4FlSWBBLWpw,141097,4,Remember me Happy,1mtobYhOLhqQzk9V5zSxKj
Truly Madly Deeply___Pulsedriver,,,,,,,,,,,,,,,,,,,,
Criminal___Eminem,0.81,0.724,4,-6.153,0,0.268,0.127,0,0.306,0.573,101.941,audio_features,18ohWhzbMCynq5QJ68ifkW,spotify:track:18ohWhzbMCynq5QJ68ifkW,https://api.spotify.com/v1/tracks/18ohWhzbMCynq5QJ68ifkW,https://api.spotify.com/v1/audio-analysis/18ohWhzbMCynq5QJ68ifkW,319600,4,The Marshall Mathers LP,6t7956yu5zYf5A829XRiHC
Take Me To Church___Hozier,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,audio_features,3dYD57lRAUcMHufyqn9GcI,spotify:track:3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI,241688,4,Hozier,0Uv83rRhY5QvHKkQoULRKk
One Punch Man Main Theme___Lars Sorensen,,,,,,,,,,,,,,,,,,,,
Killi Killi___Mallikarjun,0.789,0.837,2,-6.11,1,0.165,0.184,0.000694,0.0243,0.757,86.009,audio_features,57bRQzh6XEfIU4uGXz1p5j,spotify:track:57bRQzh6XEfIU4uGXz1p5j,https://api.spotify.com/v1/tracks/57bRQzh6XEfIU4uGXz1p5j,https://api.spotify.com/v1/audio-analysis/57bRQzh6XEfIU4uGXz1p5j,249887,4,Gudumba Shankar,330aGp8Rl5dhqKoPRsY203
End Of All Time___Stars of Track and Field,,,,,,,,,,,,,,,,,,,,
Right Back___Khalid,,,,,,,,,,,,,,,,,,,,
Take It All Away___Owl City,,,,,,,,,,,,,,,,,,,,
Shut Off The Lights___Bastille,0.624,0.908,10,-3.215,1,0.0992,0.408,0,0.139,0.659,105.048,audio_features,6Au9UDzjeGFen7qMEDKju7,spotify:track:6Au9UDzjeGFen7qMEDKju7,https://api.spotify.com/v1/tracks/6Au9UDzjeGFen7qMEDKju7,https://api.spotify.com/v1/audio-analysis/6Au9UDzjeGFen7qMEDKju7,187364,4,Shut Off The Lights,3tCwAtRvtyPDYQnKPXnJD7
Anyway___Tyron Hapi,0.747,0.844,5,-4.91,0,0.0822,0.0762,6.27e-06,0.115,0.671,103.926,audio_features,02kWdZtyuncU289RG1vsez,spotify:track:02kWdZtyuncU289RG1vsez,https://api.spotify.com/v1/tracks/02kWdZtyuncU289RG1vsez,https://api.spotify.com/v1/audio-analysis/02kWdZtyuncU289RG1vsez,169219,4,Anyway,5ghy4I5zHv2ohBT829HA6e
Thiskidsnotalright___AWOLNATION,0.477,0.826,1,-4.982,1,0.0988,0.0259,0.00049,0.408,0.51,200.029,audio_features,0dGPGavyiPtOdAGGi11pt3,spotify:track:0dGPGavyiPtOdAGGi11pt3,https://api.spotify.com/v1/tracks/0dGPGavyiPtOdAGGi11pt3,https://api.spotify.com/v1/audio-analysis/0dGPGavyiPtOdAGGi11pt3,161200,4,Megalithic Symphony (10th Anniversary Deluxe Edition),5JNXvM5u7H04wj71hDLfux
Delicate - Seeb Remix___Taylor Swift,0.68,0.821,0,-3.77,1,0.041,0.0956,0.00315,0.0826,0.571,105.986,audio_features,2Sy2oGjP5RYB4cLVoDU0Gz,spotify:track:2Sy2oGjP5RYB4cLVoDU0Gz,https://api.spotify.com/v1/tracks/2Sy2oGjP5RYB4cLVoDU0Gz,https://api.spotify.com/v1/audio-analysis/2Sy2oGjP5RYB4cLVoDU0Gz,173266,4,Delicate (Seeb Remix),7gU675c7KZ54MzEcL1O3px
Perfect___Ed Sheeran,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400,3,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu
Shelter___Dash Berlin,0.486,0.855,3,-4.493,0,0.0497,0.000452,0.00146,0.249,0.151,129.9,audio_features,1fN2cemf6ByT2WKqtumwR5,spotify:track:1fN2cemf6ByT2WKqtumwR5,https://api.spotify.com/v1/tracks/1fN2cemf6ByT2WKqtumwR5,https://api.spotify.com/v1/audio-analysis/1fN2cemf6ByT2WKqtumwR5,105219,4,Trance Top 1000 (Mini Mix 006) - Armada Music,6Reti1cBTL0xRbD7ISFbRb
I Touched the Fire___Casey Breves,,,,,,,,,,,,,,,,,,,,
Potions___SLANDER,,,,,,,,,,,,,,,,,,,,
Late Night (It's Okay)___VHS Collection,0.731,0.696,0,-6.979,1,0.0397,0.0206,0.321,0.0905,0.523,100.003,audio_features,65L97igVWmfqywsfWcHL6r,spotify:track:65L97igVWmfqywsfWcHL6r,https://api.spotify.com/v1/tracks/65L97igVWmfqywsfWcHL6r,https://api.spotify.com/v1/audio-analysis/65L97igVWmfqywsfWcHL6r,239836,4,VHS Collection,4pemw6BIXKINbvZdVHxzjo
Best Friend___Rex Orange County,,,,,,,,,,,,,,,,,,,,
"Bekhayali (From ""Kabir Singh"")___Sachet Tandon",,,,,,,,,,,,,,,,,,,,
This Will Be My Year___Two Friends,0.498,0.745,7,-4.231,1,0.0388,0.2,0,0.338,0.504,75.974,audio_features,11U7Iww4rFNk6tFFG5kJGJ,spotify:track:11U7Iww4rFNk6tFFG5kJGJ,https://api.spotify.com/v1/tracks/11U7Iww4rFNk6tFFG5kJGJ,https://api.spotify.com/v1/audio-analysis/11U7Iww4rFNk6tFFG5kJGJ,180618,4,This Will Be My Year,4a2QqVjgLQeYJCbkZT5UjH
Nostalgia___Lars Sorensen,0.536,0.758,9,-6.439,1,0.12,0.0228,0,0.19,0.457,180.06,audio_features,6472TSRvXlqcmg3iSh4GEi,spotify:track:6472TSRvXlqcmg3iSh4GEi,https://api.spotify.com/v1/tracks/6472TSRvXlqcmg3iSh4GEi,https://api.spotify.com/v1/audio-analysis/6472TSRvXlqcmg3iSh4GEi,196867,4,nostalgia,7posuhCeCtSWbHS2BJTuIG
Freaks___Surf Curse,,,,,,,,,,,,,,,,,,,,
Lethargy___Bastille,,,,,,,,,,,,,,,,,,,,
Here With Me___Marshmello,,,,,,,,,,,,,,,,,,,,
Fire___The Score,0.637,0.867,8,-3.686,1,0.05,0.143,0,0.11,0.652,124.069,audio_features,6hnAy2yP8rIbg3zdmGE9VV,spotify:track:6hnAy2yP8rIbg3zdmGE9VV,https://api.spotify.com/v1/tracks/6hnAy2yP8rIbg3zdmGE9VV,https://api.spotify.com/v1/audio-analysis/6hnAy2yP8rIbg3zdmGE9VV,227973,4,Top 100 Wedding Reception Songs,2tRz0BrAWDeyFvs6qjIH9o
Walked Through Hell___Anson Seabra,,,,,,,,,,,,,,,,,,,,
The Promised Neverland Main Theme1___小畑貴裕,0.402,0.729,10,-8.68,0,0.0435,0.129,0.801,0.0801,0.301,112.024,audio_features,6N7razwhQALfBBRq7YQQLu,spotify:track:6N7razwhQALfBBRq7YQQLu,https://api.spotify.com/v1/tracks/6N7razwhQALfBBRq7YQQLu,https://api.spotify.com/v1/audio-analysis/6N7razwhQALfBBRq7YQQLu,357147,4,約束のネバーランド Season1 Original Soundtrack,6yN3OuEpq0YkHK21VDQJKb
Stay Alive___Original Broadway Cast of Hamilton,,,,,,,,,,,,,,,,,,,,
Miss U More Than U Know (with R3HAB)___Sofia Carson,,,,,,,,,,,,,,,,,,,,
Now Or Never - R3hab Remix___Halsey,0.616,0.715,9,-4.711,1,0.0494,0.00501,2.11e-06,0.178,0.291,104.961,audio_features,34mowgpYk8cnLLiIvEzWBm,spotify:track:34mowgpYk8cnLLiIvEzWBm,https://api.spotify.com/v1/tracks/34mowgpYk8cnLLiIvEzWBm,https://api.spotify.com/v1/audio-analysis/34mowgpYk8cnLLiIvEzWBm,184714,4,Now Or Never (R3hab Remix),4H8vfRpNpOCKOOx1pXfReu
Aatakundo Time___Shankar Mahadevan,0.917,0.936,7,-6.713,0,0.0754,0.165,0.00468,0.0655,0.701,124.975,audio_features,4yKIwvcwfqnxyuQq9rpt5Y,spotify:track:4yKIwvcwfqnxyuQq9rpt5Y,https://api.spotify.com/v1/tracks/4yKIwvcwfqnxyuQq9rpt5Y,https://api.spotify.com/v1/audio-analysis/4yKIwvcwfqnxyuQq9rpt5Y,289170,4,Seenu,2ZJb3YsJoQDGSeO2UKND2z
Chasing Highs___ALMA,,,,,,,,,,,,,,,,,,,,
Genesis (Intro)___Zaeden,,,,,,,,,,,,,,,,,,,,
Emotion___Astrid S,0.63,0.63,9,-6.211,1,0.0395,0.0131,0,0.142,0.163,80.512,audio_features,5ls62WNKHUUrdF3r1cv83T,spotify:track:5ls62WNKHUUrdF3r1cv83T,https://api.spotify.com/v1/tracks/5ls62WNKHUUrdF3r1cv83T,https://api.spotify.com/v1/audio-analysis/5ls62WNKHUUrdF3r1cv83T,131213,4,nothings ever good enough,5UHC2JN3ck4XPYPjngia2G
Million Days___SABAI,,,,,,,,,,,,,,,,,,,,
Tears For Later___Don Diablo,0.633,0.866,1,-3.694,1,0.149,0.0246,0.001,0.0904,0.161,95.059,audio_features,0qLCGr3tEqsvk5FfHU2XqV,spotify:track:0qLCGr3tEqsvk5FfHU2XqV,https://api.spotify.com/v1/tracks/0qLCGr3tEqsvk5FfHU2XqV,https://api.spotify.com/v1/audio-analysis/0qLCGr3tEqsvk5FfHU2XqV,166737,4,Tears For Later,79k3hCGte01bmCcvPDEdwO
Crazy Beautiful___Andy Grammer,,,,,,,,,,,,,,,,,,,,
New Thang___Redfoo,0.743,0.841,0,-5.189,1,0.0391,0.0156,0,0.133,0.814,100.003,audio_features,4PVm8e67skz8B8wiJP2kwk,spotify:track:4PVm8e67skz8B8wiJP2kwk,https://api.spotify.com/v1/tracks/4PVm8e67skz8B8wiJP2kwk,https://api.spotify.com/v1/audio-analysis/4PVm8e67skz8B8wiJP2kwk,226800,4,New Thang,4Y3T5MRPv5Ey9TQPTjAcKo
Kyon Hawa___Madan Mohan,,,,,,,,,,,,,,,,,,,,
Assassin's Creed IV Black Flag Main Theme___Brian Tyler,,,,,,,,,,,,,,,,,,,,
Back to You___Timecop1983,,,,,,,,,,,,,,,,,,,,
Put Your Hands On My ____ (feat. Saucy Santana) - Original Phonk Version___R3HAB,,,,,,,,,,,,,,,,,,,,
Nobody___NOTD,0.818,0.773,8,-5.714,0,0.0579,0.0166,7.64e-06,0.377,0.878,122.016,audio_features,7i33LdcOiFHJd57sqN8gHh,spotify:track:7i33LdcOiFHJd57sqN8gHh,https://api.spotify.com/v1/tracks/7i33LdcOiFHJd57sqN8gHh,https://api.spotify.com/v1/audio-analysis/7i33LdcOiFHJd57sqN8gHh,143953,4,Deep House 2022,1wIEPZ4fgSjPOESKmXAV7q
Bad___James Bay,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,5QKsEz0iMm61LHWLsLZlhF,spotify:track:5QKsEz0iMm61LHWLsLZlhF,https://api.spotify.com/v1/tracks/5QKsEz0iMm61LHWLsLZlhF,https://api.spotify.com/v1/audio-analysis/5QKsEz0iMm61LHWLsLZlhF,230747,4,Awesome Movie Mix,0ZsAVG1OGTDbXQXix4ntXX
Treat You Better___Shawn Mendes,,,,,,,,,,,,,,,,,,,,
Black Chandelier___Biffy Clyro,,,,,,,,,,,,,,,,,,,,
Airborne___Crow City,,,,,,,,,,,,,,,,,,,,
Dep___Deep Al Brindle,,,,,,,,,,,,,,,,,,,,
Hardwired___Metallica,,,,,,,,,,,,,,,,,,,,
Heatwave (feat. Akon)___Robin Schulz,,,,,,,,,,,,,,,,,,,,
Union___Her,,,,,,,,,,,,,,,,,,,,
Unseen two___RADWIMPS,0.389,0.0884,5,-19.165,1,0.101,0.925,0.456,0.134,0.0392,162.308,audio_features,0smg4CHGXE5Xkc9oCmfHQq,spotify:track:0smg4CHGXE5Xkc9oCmfHQq,https://api.spotify.com/v1/tracks/0smg4CHGXE5Xkc9oCmfHQq,https://api.spotify.com/v1/audio-analysis/0smg4CHGXE5Xkc9oCmfHQq,53360,3,Your Name.,4qApTp9557qYZzRLEih4uP
Epudepududani___S. P. Balasubrahmanyam,,,,,,,,,,,,,,,,,,,,
Yorktown (The World Turned Upside Down)___Original Broadway Cast of Hamilton,,,,,,,,,,,,,,,,,,,,
Everlasting Energy___dreem,,,,,,,,,,,,,,,,,,,,
Entirety___Bon Vie,,,,,,,,,,,,,,,,,,,,
Beautiful Creatures (feat. MAX)___ILLENIUM,,,,,,,,,,,,,,,,,,,,
Orbit___Epic Centre,,,,,,,,,,,,,,,,,,,,
Static___Timecop1983,,,,,,,,,,,,,,,,,,,,
