,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
BUZZCUT (feat. Danny Brown)___BROCKHAMPTON,0.717,0.758,2,-5.576,0,0.268,0.0791,7.08e-06,0.293,0.252,91.983,audio_features,3uOIoS7lOvzQAtbbyttHp6,spotify:track:3uOIoS7lOvzQAtbbyttHp6,https://api.spotify.com/v1/tracks/3uOIoS7lOvzQAtbbyttHp6,https://api.spotify.com/v1/audio-analysis/3uOIoS7lOvzQAtbbyttHp6,201160,4,BUZZCUT (feat. Danny Brown),71qxIkZvfyFGQKUe9YA0ry
Never Enough___Loren Allred,,,,,,,,,,,,,,,,,,,,
SKIN TO BONE___Linkin Park,,,,,,,,,,,,,,,,,,,,
The Forgotten___Green Day,0.534,0.425,9,-5.917,1,0.0272,0.128,0,0.14,0.0742,132.041,audio_features,1Of1g1PMt1wKW1L4Te6oDM,spotify:track:1Of1g1PMt1wKW1L4Te6oDM,https://api.spotify.com/v1/tracks/1Of1g1PMt1wKW1L4Te6oDM,https://api.spotify.com/v1/audio-analysis/1Of1g1PMt1wKW1L4Te6oDM,298733,4,¡TRÉ!,1t9rzuEEFVHPdqRYzsaWC8
Girls Like You (feat. Cardi B) - Cardi B Version___Maroon 5,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,audio_features,7fa9MBXhVfQ8P8Df9OEbD8,spotify:track:7fa9MBXhVfQ8P8Df9OEbD8,https://api.spotify.com/v1/tracks/7fa9MBXhVfQ8P8Df9OEbD8,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,235545,4,Red Pill Blues (Deluxe),1Li4rADxSxjT2g4xqUcMYh
Trampoline (with ZAYN)___SHAED,,,,,,,,,,,,,,,,,,,,
Synchronize - Acoustic___Hellberg,,,,,,,,,,,,,,,,,,,,
Giants___Jackson Guthy,,,,,,,,,,,,,,,,,,,,
Kevvu Keka___Mamta Sharma,,,,,,,,,,,,,,,,,,,,
Elixir___Leyenda,0.188,0.183,0,-21.497,1,0.039,0.842,0.829,0.0888,0.039,84.593,audio_features,3qdcjaWIyUvivaO5lcpe0J,spotify:track:3qdcjaWIyUvivaO5lcpe0J,https://api.spotify.com/v1/tracks/3qdcjaWIyUvivaO5lcpe0J,https://api.spotify.com/v1/audio-analysis/3qdcjaWIyUvivaO5lcpe0J,144955,3,Healing Spell,5IByIwRPBjaO6Hg6igyZBw
Hollow___Mills,0.251,0.24,7,-19.776,1,0.0328,0.781,0.834,0.111,0.0378,70.935,audio_features,02L1qhE5rsJ8slFamNcaQ2,spotify:track:02L1qhE5rsJ8slFamNcaQ2,https://api.spotify.com/v1/tracks/02L1qhE5rsJ8slFamNcaQ2,https://api.spotify.com/v1/audio-analysis/02L1qhE5rsJ8slFamNcaQ2,95556,4,Calm Ambient,0hyHwwIDKUCxKeilII4iO6
Piece Of Me (with LOVA)___Gryffin,0.676,0.865,9,-2.899,1,0.0412,0.0347,0.000476,0.117,0.394,121.99,audio_features,5mlNLzIdl6Ae2a4YRphSI4,spotify:track:5mlNLzIdl6Ae2a4YRphSI4,https://api.spotify.com/v1/tracks/5mlNLzIdl6Ae2a4YRphSI4,https://api.spotify.com/v1/audio-analysis/5mlNLzIdl6Ae2a4YRphSI4,202647,4,Piece Of Me (with LOVA),3L5V3sfPdsd1SoSWzcW5Xb
Komeroshi___Chasing Mirrors,0.495,0.358,3,-16.56,0,0.0331,0.961,0.921,0.13,0.286,148.108,audio_features,2VBaTcJ882fyDWxOZpqspb,spotify:track:2VBaTcJ882fyDWxOZpqspb,https://api.spotify.com/v1/tracks/2VBaTcJ882fyDWxOZpqspb,https://api.spotify.com/v1/audio-analysis/2VBaTcJ882fyDWxOZpqspb,175135,4,Shoganai,2q9YPJuiTJe5CXhiZYnbgI
In My Mind___Dynoro,,,,,,,,,,,,,,,,,,,,
Midsommarnatt___Najma Wallin,,,,,,,,,,,,,,,,,,,,
Summer___Imagine Dragons,,,,,,,,,,,,,,,,,,,,
Sang Rahiyo (feat. Ranveer Allahbadia)___Jasleen Royal,0.634,0.498,10,-11.503,1,0.0248,0.814,0.000294,0.0561,0.434,94.022,audio_features,6rxTqUH90IfxJBc1dNgpLB,spotify:track:6rxTqUH90IfxJBc1dNgpLB,https://api.spotify.com/v1/tracks/6rxTqUH90IfxJBc1dNgpLB,https://api.spotify.com/v1/audio-analysis/6rxTqUH90IfxJBc1dNgpLB,213288,4,Sang Rahiyo (feat. Ranveer Allahbadia),3DSvZRn5pgIBD5rERldCRp
Domino___Jessie J,0.741,0.549,7,-4.432,1,0.0373,0.0118,0,0.0491,0.775,127.023,audio_features,3z42NOStfPQ7PchAA1WZI0,spotify:track:3z42NOStfPQ7PchAA1WZI0,https://api.spotify.com/v1/tracks/3z42NOStfPQ7PchAA1WZI0,https://api.spotify.com/v1/audio-analysis/3z42NOStfPQ7PchAA1WZI0,231093,4,The Ultimate Girl Pop Playlist,2s4kofozkLMW4xOsmPIfh8
Chamak Cham___S. P. Balasubrahmanyam,,,,,,,,,,,,,,,,,,,,
Final Masquerade___Linkin Park,,,,,,,,,,,,,,,,,,,,
Clarity - Zedd Union Mix___Zedd,0.549,0.449,8,-8.159,1,0.0289,0.615,0,0.327,0.296,127.823,audio_features,2Nf0RbvVIKcL0SbEziqArb,spotify:track:2Nf0RbvVIKcL0SbEziqArb,https://api.spotify.com/v1/tracks/2Nf0RbvVIKcL0SbEziqArb,https://api.spotify.com/v1/audio-analysis/2Nf0RbvVIKcL0SbEziqArb,207960,4,Clarity (Remixes),2BgayRsdVhn6knKI5cgUFS
All You Need To Know (feat. Calle Lehmann)___Gryffin,0.53,0.729,0,-6.019,1,0.0376,0.00699,0,0.103,0.219,139.929,audio_features,4TIkSdsNSfqpuq6ZYvCjAz,spotify:track:4TIkSdsNSfqpuq6ZYvCjAz,https://api.spotify.com/v1/tracks/4TIkSdsNSfqpuq6ZYvCjAz,https://api.spotify.com/v1/audio-analysis/4TIkSdsNSfqpuq6ZYvCjAz,238338,4,Gravity,2IAVHJdaRPFA6MQqXHoG75
It's a Beautiful Day___Michael Bublé,,,,,,,,,,,,,,,,,,,,
Higher Ground (feat. John Martin)___Martin Garrix,0.442,0.619,1,-5.28,1,0.0321,0.0841,0,0.0889,0.382,128.318,audio_features,0rohJsT6NWsThpukt0Xxdc,spotify:track:0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/tracks/0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/audio-analysis/0rohJsT6NWsThpukt0Xxdc,206279,4,Higher Ground (feat. John Martin),2wfc0nU4LeUtwyhbkOE6iH
Symphony___Sheppard,,,,,,,,,,,,,,,,,,,,
Ready___WiDE AWAKE,,,,,,,,,,,,,,,,,,,,
Is It Just Me? (feat. JP Cooper)___Emily Burns,,,,,,,,,,,,,,,,,,,,
Perfect Color___SafetySuit,0.502,0.902,0,-3.166,1,0.0674,0.037,9.08e-05,0.532,0.359,137.899,audio_features,2uR9zr2YbupRkVZ48eeRVx,spotify:track:2uR9zr2YbupRkVZ48eeRVx,https://api.spotify.com/v1/tracks/2uR9zr2YbupRkVZ48eeRVx,https://api.spotify.com/v1/audio-analysis/2uR9zr2YbupRkVZ48eeRVx,234560,4,#Youaretheperfectcolor,05aa0z48ezKhJnDzR7XQ5u
Wanted___OneRepublic,0.668,0.534,1,-6.586,1,0.0677,0.164,0,0.1,0.711,145.816,audio_features,6hLkeOMrhZ2CMLBp2of576,spotify:track:6hLkeOMrhZ2CMLBp2of576,https://api.spotify.com/v1/tracks/6hLkeOMrhZ2CMLBp2of576,https://api.spotify.com/v1/audio-analysis/6hLkeOMrhZ2CMLBp2of576,136248,4,Wanted,19xtr8RaBkQNaDaNmXnVDj
Zaroorat___Mustafa Zahid,,,,,,,,,,,,,,,,,,,,
OUT OUT (feat. Charli XCX & Saweetie)___Joel Corry,,,,,,,,,,,,,,,,,,,,
How Deep Is Your Love___Bee Gees,,,,,,,,,,,,,,,,,,,,
Chasing Stars (feat. James Bay)___Alesso,0.594,0.64,10,-6.865,1,0.033,0.0169,0,0.135,0.492,92.871,audio_features,6y6xhAgZjvxy5kR5rigpY3,spotify:track:6y6xhAgZjvxy5kR5rigpY3,https://api.spotify.com/v1/tracks/6y6xhAgZjvxy5kR5rigpY3,https://api.spotify.com/v1/audio-analysis/6y6xhAgZjvxy5kR5rigpY3,170457,4,Chasing Stars (feat. James Bay),09vWMvGsbMxlVuFS7hCsf6
Everything___R3HAB,0.76,0.371,6,-8.964,1,0.0531,0.00772,0,0.0785,0.653,138.023,audio_features,3z06k8YF9CqX0CGFrlekOK,spotify:track:3z06k8YF9CqX0CGFrlekOK,https://api.spotify.com/v1/tracks/3z06k8YF9CqX0CGFrlekOK,https://api.spotify.com/v1/audio-analysis/3z06k8YF9CqX0CGFrlekOK,115402,4,everything sucks,0VtWoMZIJp2kyJcbzBJxLO
Talking to Myself___Linkin Park,,,,,,,,,,,,,,,,,,,,
Chasing Kites___PARTYOFØNE,,,,,,,,,,,,,,,,,,,,
Second Chances___Imagine Dragons,,,,,,,,,,,,,,,,,,,,
Ophelia___The Lumineers,,,,,,,,,,,,,,,,,,,,
"1, 2, 3, 4___Plain White T's",0.458,0.548,2,-7.1,1,0.0263,0.599,1.25e-05,0.106,0.55,90.599,audio_features,4wlPXKxC2oeiYYPldZaR0s,spotify:track:4wlPXKxC2oeiYYPldZaR0s,https://api.spotify.com/v1/tracks/4wlPXKxC2oeiYYPldZaR0s,https://api.spotify.com/v1/audio-analysis/4wlPXKxC2oeiYYPldZaR0s,198373,4,Wonders Of The Younger (International Version),7FplR3lBJRouGVp8ltKk0M
Hate The Other Side (with Marshmello & The Kid Laroi)___Juice WRLD,,,,,,,,,,,,,,,,,,,,
Silhouette (Naruto Shippuden)___Otaku,0.76,0.322,2,-13.638,1,0.0485,0.568,0.927,0.0855,0.184,160.028,audio_features,5BbAbnlNW3JfGGwG0Hkei9,spotify:track:5BbAbnlNW3JfGGwG0Hkei9,https://api.spotify.com/v1/tracks/5BbAbnlNW3JfGGwG0Hkei9,https://api.spotify.com/v1/audio-analysis/5BbAbnlNW3JfGGwG0Hkei9,113922,4,Anime Lofi Vol. 1,1e6MOfioKrfJQDUZBKWKBm
peace___Taylor Swift,,,,,,,,,,,,,,,,,,,,
Up&Up___Coldplay,0.479,0.717,7,-5.459,1,0.0605,0.0488,0.000333,0.102,0.253,163.989,audio_features,31L9yLXSj6LpCFupyMV6CR,spotify:track:31L9yLXSj6LpCFupyMV6CR,https://api.spotify.com/v1/tracks/31L9yLXSj6LpCFupyMV6CR,https://api.spotify.com/v1/audio-analysis/31L9yLXSj6LpCFupyMV6CR,405320,4,A Head Full of Dreams,3cfAM8b8KqJRoIzt3zLKqw
Coping___Rosie Darling,0.432,0.444,6,-7.298,1,0.125,0.605,0,0.104,0.209,82.79,audio_features,4RX020eHQpZbZFP5jpbwOP,spotify:track:4RX020eHQpZbZFP5jpbwOP,https://api.spotify.com/v1/tracks/4RX020eHQpZbZFP5jpbwOP,https://api.spotify.com/v1/audio-analysis/4RX020eHQpZbZFP5jpbwOP,190267,4,Coping,52dIh2e2qt0uiDQySjlrHN
Superman (It's Not Easy)___Five For Fighting,0.382,0.416,0,-9.303,1,0.0302,0.0733,0,0.0719,0.125,102.089,audio_features,3TwtrR1yNLY1PMPsrGQpOp,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/tracks/3TwtrR1yNLY1PMPsrGQpOp,https://api.spotify.com/v1/audio-analysis/3TwtrR1yNLY1PMPsrGQpOp,221693,4,America Town,5MqEXYwwyJYjOb3g7vJ9ZY
All I Want Is Love___A Great Big World,0.706,0.799,1,-4.65,1,0.026,0.0621,0,0.0635,0.337,101.0,audio_features,2crnSJP5BCKAeRBsCLX9Zb,spotify:track:2crnSJP5BCKAeRBsCLX9Zb,https://api.spotify.com/v1/tracks/2crnSJP5BCKAeRBsCLX9Zb,https://api.spotify.com/v1/audio-analysis/2crnSJP5BCKAeRBsCLX9Zb,191853,4,When the Morning Comes,6SQWwNCTTPmS1DaXQNRDOy
Raise Your Hands___Bon Jovi,0.456,0.956,2,-3.086,1,0.0423,0.0607,0.00198,0.0728,0.527,136.283,audio_features,7oJXOVieUvG8e9HDRhZGPK,spotify:track:7oJXOVieUvG8e9HDRhZGPK,https://api.spotify.com/v1/tracks/7oJXOVieUvG8e9HDRhZGPK,https://api.spotify.com/v1/audio-analysis/7oJXOVieUvG8e9HDRhZGPK,256733,4,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t
Change My World (feat. Sam Martin)___AVIRA,,,,,,,,,,,,,,,,,,,,
House With No Mirrors___Sasha Alex Sloan,,,,,,,,,,,,,,,,,,,,
"Week 6, Day 1: Introduction to Resilience___Athlete's Mindset",,,,,,,,,,,,,,,,,,,,
Nijamena___Anurag Kulkarni,0.639,0.469,2,-11.72,0,0.0426,0.871,0.00041,0.145,0.421,94.99,audio_features,345rMGuPWDiJZvjmWta4pe,spotify:track:345rMGuPWDiJZvjmWta4pe,https://api.spotify.com/v1/tracks/345rMGuPWDiJZvjmWta4pe,https://api.spotify.com/v1/audio-analysis/345rMGuPWDiJZvjmWta4pe,184543,4,"Nijamena (From ""Sita"")",4A0xwVLT6mwnSKvE48O1KO
"love, or the lack thereof___Isaac Dunbar",0.686,0.677,1,-7.064,1,0.162,0.153,0,0.0906,0.365,114.988,audio_features,2E1eJCNpEniIB1NsDqyGzR,spotify:track:2E1eJCNpEniIB1NsDqyGzR,https://api.spotify.com/v1/tracks/2E1eJCNpEniIB1NsDqyGzR,https://api.spotify.com/v1/audio-analysis/2E1eJCNpEniIB1NsDqyGzR,187800,4,evil twin,0veq4sEuFjopH21yI3u7QH
Hotel Walls___Smith & Thell,0.523,0.706,11,-8.25,1,0.0514,0.0102,1.18e-06,0.093,0.271,141.908,audio_features,0Qn1TA2a7EIcSPc2X1xXmu,spotify:track:0Qn1TA2a7EIcSPc2X1xXmu,https://api.spotify.com/v1/tracks/0Qn1TA2a7EIcSPc2X1xXmu,https://api.spotify.com/v1/audio-analysis/0Qn1TA2a7EIcSPc2X1xXmu,206493,4,Pixie's Parasol,6esgSdtyo3SIs0AGlaxSuA
overthinking___Linearwave,,,,,,,,,,,,,,,,,,,,
Undeniable (feat. X Ambassadors)___Kygo,0.684,0.506,6,-6.743,1,0.0338,0.159,0,0.26,0.352,108.036,audio_features,71qB68guEJjbvtjlkZ8DF5,spotify:track:71qB68guEJjbvtjlkZ8DF5,https://api.spotify.com/v1/tracks/71qB68guEJjbvtjlkZ8DF5,https://api.spotify.com/v1/audio-analysis/71qB68guEJjbvtjlkZ8DF5,180596,4,Undeniable (feat. X Ambassadors),3SgXZqSc8UfHsbrseyYscm
Still into You___Paramore,0.602,0.923,5,-3.763,1,0.044,0.0098,0,0.0561,0.765,136.01,audio_features,1yjY7rpaAQvKwpdUliHx0d,spotify:track:1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/audio-analysis/1yjY7rpaAQvKwpdUliHx0d,216013,4,Paramore,4sgYpkIASM1jVlNC8Wp9oF
How Do I Make You Love Me?___The Weeknd,0.805,0.498,7,-7.927,0,0.0737,0.0203,2.37e-05,0.085,0.636,121.006,audio_features,2Ghp894n1laIf2w98VeAOJ,spotify:track:2Ghp894n1laIf2w98VeAOJ,https://api.spotify.com/v1/tracks/2Ghp894n1laIf2w98VeAOJ,https://api.spotify.com/v1/audio-analysis/2Ghp894n1laIf2w98VeAOJ,214215,4,Dawn FM,2nLOHgzXzwFEpl62zAgCEC
Hikaru Nara - Lofi Remix___dj-Jo,0.62,0.679,6,-8.664,0,0.0431,0.896,0.927,0.139,0.21,135.115,audio_features,5l6ek7Tebvu4CyWw9rJZcQ,spotify:track:5l6ek7Tebvu4CyWw9rJZcQ,https://api.spotify.com/v1/tracks/5l6ek7Tebvu4CyWw9rJZcQ,https://api.spotify.com/v1/audio-analysis/5l6ek7Tebvu4CyWw9rJZcQ,207556,4,Hikaru Nara (Lofi Remix),6h4m7XRWjUWWxIRfgIndQG
Jaaku no Tsuchioto___Yasuharu Takanashi,,,,,,,,,,,,,,,,,,,,
You & I___One Direction,0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,audio_features,2afCBiru10AFckfOa49wIa,spotify:track:2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/tracks/2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/audio-analysis/2afCBiru10AFckfOa49wIa,237933,4,Midnight Memories (Deluxe),7p1fX8aUySrBdx4WSYspOu
Happier___Ed Sheeran,0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,audio_features,2RttW7RAu5nOAfq6YFvApB,spotify:track:2RttW7RAu5nOAfq6YFvApB,https://api.spotify.com/v1/tracks/2RttW7RAu5nOAfq6YFvApB,https://api.spotify.com/v1/audio-analysis/2RttW7RAu5nOAfq6YFvApB,207520,4,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu
Run - GLD Remix___Kai Wachi,0.501,0.491,2,-6.786,0,0.0375,0.00513,6.01e-06,0.148,0.156,149.948,audio_features,1goKLOUbUXovj7BSliNHgJ,spotify:track:1goKLOUbUXovj7BSliNHgJ,https://api.spotify.com/v1/tracks/1goKLOUbUXovj7BSliNHgJ,https://api.spotify.com/v1/audio-analysis/1goKLOUbUXovj7BSliNHgJ,195200,4,Run (Remixes) EP,4R5ggDYysKpZhxhZ0gSL4n
The Storm___Notaker,,,,,,,,,,,,,,,,,,,,
Story of My Life___One Direction,,,,,,,,,,,,,,,,,,,,
Scars___I Prevail,0.319,0.739,0,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169,audio_features,42ydLwx4i5V49RXHOozJZq,spotify:track:42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/tracks/42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/audio-analysis/42ydLwx4i5V49RXHOozJZq,230227,4,Know-It-All (Deluxe),2AGNF8r2y8HL85yVk2bwmS
Hey Jude___The Beatles,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,audio_features,0aym2LBJBk9DAYuHHutrIl,spotify:track:0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/tracks/0aym2LBJBk9DAYuHHutrIl,https://api.spotify.com/v1/audio-analysis/0aym2LBJBk9DAYuHHutrIl,425653,4,1 (Remastered),7vEJAtP3KgKSpOHVgwm3Eh
Beautiful___Kygo,,,,,,,,,,,,,,,,,,,,
Rush - J. Laser Remix___Quentyn,0.727,0.748,9,-10.887,0,0.0671,0.178,0.338,0.326,0.96,99.96,audio_features,0hjE5VO9S0rqmJ1W5QAMrY,spotify:track:0hjE5VO9S0rqmJ1W5QAMrY,https://api.spotify.com/v1/tracks/0hjE5VO9S0rqmJ1W5QAMrY,https://api.spotify.com/v1/audio-analysis/0hjE5VO9S0rqmJ1W5QAMrY,314400,4,Rush (J. Laser Remix),6K19fHGjlVVKNGgkM67hpW
Beating Hearts___Paige,0.78,0.581,9,-6.832,1,0.0287,0.00835,0.00224,0.177,0.567,119.984,audio_features,5iJHDCtqv2nO4v8i8nwbdh,spotify:track:5iJHDCtqv2nO4v8i8nwbdh,https://api.spotify.com/v1/tracks/5iJHDCtqv2nO4v8i8nwbdh,https://api.spotify.com/v1/audio-analysis/5iJHDCtqv2nO4v8i8nwbdh,171370,4,Beating Hearts,6ubcuzAFUJFYtUzzXJW23K
Bad Habits___b_piranha,,,,,,,,,,,,,,,,,,,,
Podusthunna Poddumeeda___Gaddar,,,,,,,,,,,,,,,,,,,,
Love Me Like You Never Did - Acoustic Version___Markus Schulz,,,,,,,,,,,,,,,,,,,,
One___VHS Collection,,,,,,,,,,,,,,,,,,,,
Machines Are People Too___B 3 N B i,,,,,,,,,,,,,,,,,,,,
Raise Your Glass___P!nk,,,,,,,,,,,,,,,,,,,,
Giving Ourselves Space To Try___Woice with Warikoo Podcast,,,,,,,,,,,,,,,,,,,,
Daydream___Broiler,,,,,,,,,,,,,,,,,,,,
Give Me Some Sunshine___Suraj Jagan,,,,,,,,,,,,,,,,,,,,
New Rules___Dua Lipa,0.825,0.345,9,-6.018,0,0.0372,0.601,0,0.121,0.506,116.072,audio_features,7N41iQt1dpeyYdvKX8dViZ,spotify:track:7N41iQt1dpeyYdvKX8dViZ,https://api.spotify.com/v1/tracks/7N41iQt1dpeyYdvKX8dViZ,https://api.spotify.com/v1/audio-analysis/7N41iQt1dpeyYdvKX8dViZ,213436,4,Smooth Acoustic,4a870BNQ6iQ1R50321lUNC
Leave Before You Love Me (with Jonas Brothers)___Marshmello,,,,,,,,,,,,,,,,,,,,
Bad Medicine___Bon Jovi,,,,,,,,,,,,,,,,,,,,
Be Your Man___Rhys Lewis,,,,,,,,,,,,,,,,,,,,
Nightlight___ILLENIUM,0.494,0.651,11,-4.127,0,0.0384,0.0819,0,0.104,0.162,149.979,audio_features,06kxa3al7bUqRRo5nAFduZ,spotify:track:06kxa3al7bUqRRo5nAFduZ,https://api.spotify.com/v1/tracks/06kxa3al7bUqRRo5nAFduZ,https://api.spotify.com/v1/audio-analysis/06kxa3al7bUqRRo5nAFduZ,222400,4,Nightlight,6CqsldZjVGphwQk9wEBiKE
Song For Someone___U2,0.569,0.471,11,-9.688,1,0.0259,0.166,9.41e-06,0.419,0.409,104.998,audio_features,40xcrghLmBuKzRFSZ6klGZ,spotify:track:40xcrghLmBuKzRFSZ6klGZ,https://api.spotify.com/v1/tracks/40xcrghLmBuKzRFSZ6klGZ,https://api.spotify.com/v1/audio-analysis/40xcrghLmBuKzRFSZ6klGZ,226763,4,Songs Of Innocence,7DY6v8qiyQcsTCqUWjH7pS
Immersed___Johannes Bornlöf,0.317,0.169,3,-17.989,1,0.0361,0.966,0.886,0.0879,0.0444,114.849,audio_features,1HZa1EjZeJDzQ7r6NwX6jW,spotify:track:1HZa1EjZeJDzQ7r6NwX6jW,https://api.spotify.com/v1/tracks/1HZa1EjZeJDzQ7r6NwX6jW,https://api.spotify.com/v1/audio-analysis/1HZa1EjZeJDzQ7r6NwX6jW,182655,4,In the Waiting,7tky9E0PLGbIFkgPzV5W1t
The Deep End___I Revolt,,,,,,,,,,,,,,,,,,,,
Parallel 7___Four Tet,,,,,,,,,,,,,,,,,,,,
The Man Who Can't Be Moved___The Script,,,,,,,,,,,,,,,,,,,,
Heart Open___Kodaline,0.472,0.437,6,-10.877,0,0.0324,0.751,0.00366,0.171,0.0958,117.066,audio_features,10mB8TRtynCtn261NyFU91,spotify:track:10mB8TRtynCtn261NyFU91,https://api.spotify.com/v1/tracks/10mB8TRtynCtn261NyFU91,https://api.spotify.com/v1/audio-analysis/10mB8TRtynCtn261NyFU91,208238,4,One Day At A Time,2S3HfZLtg6KQ6czD3lyfBH
Girls / Girls / Boys___Panic! At The Disco,,,,,,,,,,,,,,,,,,,,
Again (Full Metal)___Otaku,0.74,0.222,4,-18.576,0,0.0586,0.468,0.918,0.0782,0.148,139.991,audio_features,3aLcJuAarDz0kzxcdSbAYc,spotify:track:3aLcJuAarDz0kzxcdSbAYc,https://api.spotify.com/v1/tracks/3aLcJuAarDz0kzxcdSbAYc,https://api.spotify.com/v1/audio-analysis/3aLcJuAarDz0kzxcdSbAYc,113804,4,Anime Lofi Vol. 1,1e6MOfioKrfJQDUZBKWKBm
Sad Boy (feat. Ava Max & Kylie Cantrall) - Club Remix___R3HAB,,,,,,,,,,,,,,,,,,,,
One Day___Kodaline,0.591,0.596,7,-8.51,0,0.209,0.516,0,0.185,0.484,88.004,audio_features,794BkjuQTq7RZRmX7FlHTe,spotify:track:794BkjuQTq7RZRmX7FlHTe,https://api.spotify.com/v1/tracks/794BkjuQTq7RZRmX7FlHTe,https://api.spotify.com/v1/audio-analysis/794BkjuQTq7RZRmX7FlHTe,254364,4,Insaan,5Xrj5h7GQkxcjXRWJAtNvF
One___Axel Johansson,0.69,0.856,1,-2.549,0,0.0376,0.0689,7.82e-05,0.0761,0.74,145.966,audio_features,2HKOPZxPeVU374Qnu9lvoc,spotify:track:2HKOPZxPeVU374Qnu9lvoc,https://api.spotify.com/v1/tracks/2HKOPZxPeVU374Qnu9lvoc,https://api.spotify.com/v1/audio-analysis/2HKOPZxPeVU374Qnu9lvoc,215587,4,OO's Music Grandi Successi,2eMAR0oQtpVVSmG7ncu9Y0
Unstoppable___The Score,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,audio_features,6rrKbzJGGDlSZgLphopS49,spotify:track:6rrKbzJGGDlSZgLphopS49,https://api.spotify.com/v1/tracks/6rrKbzJGGDlSZgLphopS49,https://api.spotify.com/v1/audio-analysis/6rrKbzJGGDlSZgLphopS49,192107,4,ATLAS,6pUg9RDDoVyQQVJ48FkmXz
Your Love___David Guetta,,,,,,,,,,,,,,,,,,,,
Chasing Love___Mondbery,0.28,0.0966,10,-25.846,1,0.0386,0.97,0.708,0.0968,0.112,94.254,audio_features,5HCMc28iow2u67EgxHejfZ,spotify:track:5HCMc28iow2u67EgxHejfZ,https://api.spotify.com/v1/tracks/5HCMc28iow2u67EgxHejfZ,https://api.spotify.com/v1/audio-analysis/5HCMc28iow2u67EgxHejfZ,131277,4,Chasing Love,3r9LKZab8u1XmEJbxQjSjV
Is Qadar___Tulsi Kumar,,,,,,,,,,,,,,,,,,,,
Running in the Night___FM-84,0.527,0.714,2,-8.929,0,0.0371,0.00664,1.16e-06,0.0672,0.375,133.015,audio_features,0E3HnGJSMplqBSYGsh2exH,spotify:track:0E3HnGJSMplqBSYGsh2exH,https://api.spotify.com/v1/tracks/0E3HnGJSMplqBSYGsh2exH,https://api.spotify.com/v1/audio-analysis/0E3HnGJSMplqBSYGsh2exH,270000,4,Atlas,30JbhlAXrxQH4hfjdFnhSR
Stay Next To Me (with Chelsea Cutler)___Quinn XCII,0.581,0.584,2,-4.928,1,0.284,0.0805,0,0.366,0.756,179.954,audio_features,7kTlHVCARylJAqm40yVoWE,spotify:track:7kTlHVCARylJAqm40yVoWE,https://api.spotify.com/v1/tracks/7kTlHVCARylJAqm40yVoWE,https://api.spotify.com/v1/audio-analysis/7kTlHVCARylJAqm40yVoWE,206046,4,Change of Scenery II,6B3LAqHoBKmSN9HLbyy0Ro
Hold The Line (feat. A R I Z O N A)___Avicii,,,,,,,,,,,,,,,,,,,,
Beautiful And Forgotten___Peaceful Drone,0.0693,0.021,4,-32.263,1,0.0341,0.948,0.828,0.0948,0.0343,70.962,audio_features,24bIHvdxjF97SjZOhjgh3I,spotify:track:24bIHvdxjF97SjZOhjgh3I,https://api.spotify.com/v1/tracks/24bIHvdxjF97SjZOhjgh3I,https://api.spotify.com/v1/audio-analysis/24bIHvdxjF97SjZOhjgh3I,361412,4,Pandora,0Vu7gNetmUMYK69aV4h0GN
What Am I___Why Don't We,0.614,0.647,0,-4.681,0,0.0524,0.0687,0,0.104,0.368,163.862,audio_features,0TMGV2zMZXOILVtQLtkI3G,spotify:track:0TMGV2zMZXOILVtQLtkI3G,https://api.spotify.com/v1/tracks/0TMGV2zMZXOILVtQLtkI3G,https://api.spotify.com/v1/audio-analysis/0TMGV2zMZXOILVtQLtkI3G,184665,4,Big Plans,085TF4mnNbXQT0m2X05cb0
