,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,albumName,albumID
7236,Snow Patrol,Called Out In The Dark,1284,2021-06-15 20:15:00,0.732,0.719,0,-4.7,1,0.0315,0.015,1.51e-05,0.0788,0.961,119.994,4UrmmXStaqiT5sSC7QO6HK,4,Fallen Empires,29ZKbZ3dVnr1vlTasCtzYG
7237,Borgeous,Leave,0,2021-06-15 20:15:00,0.724,0.744,7,-4.757,1,0.0398,0.00219,4.49e-06,0.116,0.645,119.978,3wSiBKZGVxhmzNLJ3Sk6A7,4,Vacation Mode: On,6Hb7zPISnfJSAY48lgUWlK
7238,DNCE,Toothbrush,976,2021-06-15 20:15:00,0.328,0.787,7,-5.804,1,0.289,0.12,0.0,0.46,0.76,210.013,4IYN0OknGIUvjB9qWY6Wfy,4,DNCE,7HEzL22b7GlNsNosb9Mb1g
7239,The Fray,How to Save a Life,0,2021-06-15 20:15:00,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,5fVZC9GiM4e8vu99W0Xf6J,4,How To Save A Life,1IM3GwptCGYjRkzCBolyFK
7240,Ashe,Till Forever Falls Apart,23,2021-06-15 20:15:00,0.509,0.498,2,-6.94,1,0.0315,0.413,0.0,0.0674,0.283,99.729,2769RhOZs0ezRncRW1vryp,4,Till Forever Falls Apart,6hjheUnJ3Gp8ll5DuE1VUz
7241,Julia Michaels,If You Need Me,1177,2021-06-15 20:15:00,0.483,0.766,0,-6.894,0,0.0846,0.423,0.0,0.0985,0.552,147.701,3dqcHUPGMQD5baOC5Ylp7L,4,If You Need Me,4eeHl4rHfVSo0IDTSZ2ECq
7242,Kodaline,Love Will Set You Free,1003,2021-06-15 20:15:00,0.472,0.421,11,-8.553,1,0.0265,0.115,3.09e-06,0.167,0.288,75.017,11IYMTXu5Uws1DjmUMLOcP,4,Coming Up for Air (Expanded Edition),3IJ5RDbQeiWIf7Fo601JwE
7243,Kodaline,Sometimes,761,2021-06-15 20:15:00,0.674,0.58,8,-4.866,1,0.0311,0.0609,0.0,0.159,0.0759,121.987,3i6sCTU7ENlnHpHvrHUitW,4,Fighting Demons (Deluxe),1typPCwqyXMfFpvDZAyKew
7244,Lucas Estrada,Won't Let Go,0,2021-06-15 20:17:00,0.671,0.793,8,-4.725,1,0.035,0.0449,1.33e-05,0.112,0.405,116.074,0uUY4lhQxKdGOwGcuSpDRg,4,Won't Let Go,7hCjaLLXwNkoc2sR4QEYZI
7245,OneRepublic,I Lived,0,2021-06-15 20:17:00,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,4,Native,20lOt6G8MHv8ZO7ViOmiP7
7246,Kygo,Forever Yours - Avicii Tribute,695,2021-06-15 20:17:00,0.529,0.612,10,-8.794,1,0.052,0.253,0.0,0.246,0.434,119.272,3o1CUVeHIid49sabk6A6Nf,4,Forever Yours (Avicii Tribute),63VE57Ol6fcAC0fb6kGx5y
7247,Jason Walker,After Midnight,599,2021-06-15 20:17:00,0.672,0.924,5,-4.383,0,0.0823,0.0128,0.0,0.0821,0.75,117.025,35ylkTvU4CWnQVrYqsp2VQ,4,SWITCH ON,20UJy1ziViNvfJCzjGn5xr
7248,The Script,Flares,1414,2021-06-15 20:17:00,0.348,0.351,0,-9.883,0,0.0344,0.408,0.0,0.055,0.0661,164.054,3mTEYjm3kIm4YzJ5zxJZjs,4,No Sound Without Silence,6yd9yk8nFcHalXzy7mgaDx
7249,Jonas Blue,Perfect Strangers,925,2021-06-15 20:17:00,0.735,0.863,1,-4.079,1,0.0458,0.393,0.0,0.271,0.728,118.029,6pMR1lbaYfERc7qvz1ILMA,4,Pregame Hits,1aK3FJpDrPFo6SZuuNObRv
7250,Maroon 5,Memories,768,2021-06-15 20:17:00,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,4cktbXiXOapiLBMprHFErI,4,JORDI (Deluxe),1pCA38N6MkLlthXtAOvZTU
7251,Martin Garrix,No Sleep (feat. Bonn),23,2021-06-15 20:17:00,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,1ahVFh0ViDZr8LvkEVlq3B,4,No Sleep (feat. Bonn),7KJTuTXYSnBGNgAxte3CSg
7252,Midnight Kids,Serious (with Matthew Koma),8122,2021-06-15 20:17:00,0.53,0.763,4,-3.348,1,0.0367,0.242,0.0,0.117,0.226,100.002,1wjjc9SGlmzzXDI26gim3p,4,Serious (with Matthew Koma),3bVlRebD5sQ8wSJlA0V6Hf
7253,Imagine Dragons,Bad Liar,23,2021-06-15 20:17:00,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,2RSHsoi04658QL5xgQVov3,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7254,JRL,No Way,3449,2021-06-15 20:17:00,0.624,0.662,9,-6.615,1,0.0284,0.0433,5.24e-05,0.109,0.256,104.895,2T6NIHrMFloCaF8mSHUt0V,4,No Way,4kImXprAO2GlilGCy3MAZp
7255,3 Doors Down,Here Without You,0,2021-06-15 20:17:00,0.556,0.545,10,-6.768,0,0.0255,0.0635,0.0,0.124,0.193,143.991,6qrPF5Fo4UnxeIea1rQwy3,4,Brunch Hits 2022,3WvJqwCCZH5lu82OW04mrW
7256,3 Doors Down,Here Without You,2597,2021-06-15 20:17:00,0.556,0.545,10,-6.768,0,0.0255,0.0635,0.0,0.124,0.193,143.991,6qrPF5Fo4UnxeIea1rQwy3,4,Brunch Hits 2022,3WvJqwCCZH5lu82OW04mrW
7257,Ryan Oakes,Drinking About You,1211,2021-06-15 20:17:00,0.659,0.72,8,-7.199,1,0.0979,0.191,0.0,0.111,0.0933,140.065,4I2tqjsuVgRMX2rpuOCPbL,4,Drinking About You,09ylC1HRaNGlwpIyAPwO2k
7258,The Icarus Account,Angel of Mine,772,2021-06-15 20:17:00,0.528,0.32,6,-8.464,1,0.0278,0.867,0.0,0.12,0.355,106.017,0yuTZQFotT1ALkQl6oKVfn,4,Keeper of Your Heart,6dmdG0JUKgirlejty3NxzN
7259,Plain White T's,"1, 2, 3, 4",1198,2021-06-15 20:17:00,0.458,0.548,2,-7.1,1,0.0263,0.599,1.25e-05,0.106,0.55,90.599,4wlPXKxC2oeiYYPldZaR0s,4,Wonders Of The Younger (International Version),7FplR3lBJRouGVp8ltKk0M
7260,Passenger,Beautiful Birds (feat. Birdy),63762,2021-06-15 20:17:00,0.313,0.166,2,-12.765,1,0.0304,0.906,0.00163,0.114,0.125,86.213,4K9YS0nkXZMgV0F9JQoirx,4,Young as the Morning Old as the Sea,3yg5NYJV92sXmJullf2Hzf
7261,Parachute,Without You,536,2021-06-15 20:17:00,0.564,0.864,4,-5.121,1,0.0341,0.0761,0.0,0.182,0.534,95.984,6R6ux6KaKrhAg2EIB2krdU,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
7262,ILLENIUM,Sound of Where'd U Go,373,2021-06-15 20:17:00,0.602,0.763,7,-3.547,1,0.27,0.0038,0.000144,0.102,0.234,180.004,20KW4L9nwQ5oP4IHHrbCeY,4,Sound of Where'd U Go,3YmZ8uEUfLiTenSgig3pW1
7263,Avicii,Heaven,532,2021-06-15 20:17:00,0.552,0.371,7,-9.104,0,0.0359,0.857,0.0,0.0838,0.245,199.843,1T575AhHueYinKSDflEsGK,3,Fifty Shades Freed (Original Motion Picture Soundtrack),4w0N1CaZwQ5RPIuawqlYyy
7264,Sandro Cavazza,Love To Lose,634,2021-06-15 20:17:00,0.601,0.741,0,-5.981,1,0.127,0.0467,0.0,0.244,0.71,195.943,11lFSEnkj3810ojPLj53RO,4,Love To Lose,1K5uj6UM29p2LCqUm0kv1Q
7265,Coldplay,Shiver,23,2021-06-15 20:17:00,0.396,0.803,4,-6.186,1,0.0487,0.0334,0.0,0.0688,0.286,116.705,2yPsPp4h5Q9Ql9UhMQRZho,3,Old School Indie,0tJfu3xhg5y7uaM3LkoWVL
7266,Imagine Dragons,Not Today,1820,2021-06-15 20:18:00,0.462,0.387,0,-7.401,1,0.0292,0.567,0.0,0.164,0.0428,122.698,4kDTvLhGF29gFsqceuxBSC,4,Me Before You (Original Motion Picture Soundtrack),3WT1mEcabGFCvUWpeN5dtq
7267,Slash,Anastasia,1195,2021-06-15 20:18:00,0.449,0.936,1,-5.447,1,0.0445,0.000595,0.00213,0.118,0.437,100.487,1xJzbzp1WnkVmCkkC5RxEE,4,Apocalyptic Love (Deluxe Edition),62Z0c6F9mEYsvHfDbjMdUG
7268,Imagine Dragons,Rise Up,770,2021-06-15 20:18:00,0.447,0.74,3,-6.607,1,0.0475,0.0122,0.000228,0.0958,0.102,93.759,3zT2616WcD9Df5m21OsCX0,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
7269,Galantis,Bones (feat. OneRepublic),1157,2021-06-15 20:18:00,0.659,0.804,0,-5.735,1,0.0381,0.00463,0.0,0.178,0.506,120.041,53Ji6ZvVjsBl4pIuiETfhN,4,Church,3N6fadaHlhGxflLKYSDSoU
7270,Galantis,Bones (feat. OneRepublic),0,2021-06-15 20:18:00,0.659,0.804,0,-5.735,1,0.0381,0.00463,0.0,0.178,0.506,120.041,53Ji6ZvVjsBl4pIuiETfhN,4,Church,3N6fadaHlhGxflLKYSDSoU
7271,Rosie Darling,Coping,1147,2021-06-15 20:18:00,0.432,0.444,6,-7.298,1,0.125,0.605,0.0,0.104,0.209,82.79,4RX020eHQpZbZFP5jpbwOP,4,Coping,52dIh2e2qt0uiDQySjlrHN
7272,Boy In Space,7UP,23,2021-06-15 20:18:00,0.616,0.469,0,-7.38,1,0.027,0.0167,0.0,0.111,0.233,135.035,4cB00WOFuQFLoDpnydcx8c,4,7UP,6V20HAISdYkgTpoa51Z95P
7273,Alan Walker,Sing Me to Sleep,1629,2021-06-15 20:18:00,0.474,0.622,4,-6.381,0,0.061,0.0129,3.82e-06,0.327,0.158,176.062,1tfVpMI8G6EakZU4rEja4w,4,Different World,3nzuGtN3nXARvvecier4K0
7274,5 Seconds of Summer,Ghost Of You,849,2021-06-15 20:18:00,0.458,0.561,10,-4.819,1,0.0269,0.0965,0.0,0.156,0.206,149.875,1MhXdlCQPnO56T57MfmaRm,3,Youngblood (Deluxe),2D0Hi3Jj6RFnpWDcSa0Otu
7275,5 Seconds of Summer,Lie To Me (feat. Julia Michaels),23,2021-06-15 20:18:00,0.611,0.52,0,-5.445,1,0.0346,0.0132,0.0,0.105,0.771,159.927,6GzApXoBQiiAjak3tOQfV3,4,Lie To Me (feat. Julia Michaels),2rSrRHcfwJXxni8HczqKAT
7276,Kodaline,Brother,978,2021-06-15 20:18:00,0.519,0.625,10,-5.909,1,0.0482,0.349,0.0,0.121,0.21,120.103,65gLJGey4u4KFFqoC5fzFJ,4,Politics of Living,1ITjhViDumL9llxAJYdKiC
7277,Kodaline,Blood and Bones,2041,2021-06-15 20:18:00,0.471,0.354,2,-8.514,1,0.0288,0.575,4.69e-05,0.0695,0.0979,74.965,4uIE29yKjg7Cbw6aEXyxiK,4,I Wouldn't Be - EP,0Y7pcfduu7xTuLF2MmAHw5
7278,The Score,On And On,1053,2021-06-15 20:18:00,0.53,0.727,1,-5.179,0,0.0441,0.0387,0.0,0.212,0.385,76.943,65Ce0h4SA18GuH6nuI1QWe,4,ATLAS (Deluxe),2estDSavGQ2q3IHLbzxkSE
7279,Imagine Dragons,Bad Liar – Stripped,0,2021-06-15 20:18:00,0.317,0.373,8,-9.603,1,0.0326,0.369,0.0,0.0827,0.167,87.675,6hFi0gXP8KItwMqfBgf44b,4,Bad Liar – Stripped,58401eNNELkIVx3xiwzJFy
7280,Coldplay,Up&Up,1737,2021-06-15 20:18:00,0.479,0.717,7,-5.459,1,0.0605,0.0488,0.000333,0.102,0.253,163.989,31L9yLXSj6LpCFupyMV6CR,4,A Head Full of Dreams,3cfAM8b8KqJRoIzt3zLKqw
7281,Kygo,Broken Glass,908,2021-06-15 20:18:00,0.526,0.633,7,-7.002,1,0.134,0.372,0.0,0.129,0.272,171.044,78ldtCaBRJVp2i91B715L0,3,Golden Hour,7tcs1X9pzFvcLOPuhCstQJ
7282,Bon Jovi,Livin' On A Prayer,876,2021-06-15 20:18:00,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,37ZJ0p5Jm13JPevGcx4SkF,4,Slippery When Wet,0kBfgEilUFCMIQY5IOjG4t
7283,Kodaline,Follow Your Fire,784,2021-06-15 20:18:00,0.449,0.602,11,-6.689,0,0.0724,0.00756,0.0,0.179,0.432,175.974,5ESJINHtOXLh3KSsazEfRf,4,Politics of Living,1ITjhViDumL9llxAJYdKiC
7284,Big Sean,One Man Can Change The World,23,2021-06-15 20:18:00,0.67,0.58,8,-6.586,0,0.144,0.777,0.0,0.11,0.309,157.997,731Pa6Gt7GAdADATMSEL0N,4,Dark Sky Paradise,1j2x7FJXTgUT0X5hZ8TDXE
7285,Big Sean,One Man Can Change The World,0,2021-06-15 20:18:00,0.67,0.58,8,-6.586,0,0.144,0.777,0.0,0.11,0.309,157.997,731Pa6Gt7GAdADATMSEL0N,4,Dark Sky Paradise,1j2x7FJXTgUT0X5hZ8TDXE
7286,Kodaline,Latch - Today FM Live version,1024,2021-06-15 20:18:00,0.271,0.636,11,-8.788,1,0.0484,0.145,0.0,0.0992,0.558,172.93,0E3BaZey2EhaZU0lkD7U7V,3,In A Perfect World (Collection),2i9dapZV0tpWCBtqj9cA0Z
7287,Boy In Space,7UP,203554,2021-06-15 20:22:00,0.616,0.469,0,-7.38,1,0.027,0.0167,0.0,0.111,0.233,135.035,4cB00WOFuQFLoDpnydcx8c,4,7UP,6V20HAISdYkgTpoa51Z95P
7288,5 Seconds of Summer,Ghost Of You,137626,2021-06-15 20:34:00,0.458,0.561,10,-4.819,1,0.0269,0.0965,0.0,0.156,0.206,149.875,1MhXdlCQPnO56T57MfmaRm,3,Youngblood (Deluxe),2D0Hi3Jj6RFnpWDcSa0Otu
7289,Kygo,Stole the Show,1958,2021-06-16 03:39:00,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,5masKPHeAOVNgxdLebIcK7,4,Cloud Nine,0uMIzWh1uEpHEBell4rlF8
7290,Parachute,What Breaks My Heart,10557,2021-06-16 03:39:00,0.314,0.337,7,-9.099,1,0.0364,0.155,0.0,0.0847,0.221,140.415,0iAuqWgNOxhZW9FVwHZLnD,4,Wide Awake,7h5LfM6tT7v8L2gTyL3Bbz
7291,Kygo,Stole the Show,223186,2021-06-16 03:44:00,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,5masKPHeAOVNgxdLebIcK7,4,Cloud Nine,0uMIzWh1uEpHEBell4rlF8
7292,Avicii,Lonely Together (feat. Rita Ora),144147,2021-06-16 04:47:00,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,2OALaHcDdKkjYEpAr0Qzab,4,AVĪCI (01),0XV4cXBFmXIhQnQMYUX9u6
7293,Imagine Dragons,Stuck,190853,2021-06-16 10:20:00,0.621,0.478,5,-8.246,1,0.0351,0.263,0.0,0.257,0.248,115.023,5Z9SQPYU95S6M1vcbLsDt2,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7294,Imagine Dragons,Machine,181880,2021-06-16 10:23:00,0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045,4uGY9CqDtGtaTTLg1cgsWD,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7295,Imagine Dragons,Real Life,247546,2021-06-16 10:27:00,0.262,0.564,0,-7.99,1,0.0455,0.0147,0.00659,0.103,0.13,195.489,7JAzAyjbJFPznEFdqpa1Si,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7296,Imagine Dragons,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",210933,2021-06-16 10:35:00,0.634,0.662,6,-7.543,1,0.0325,0.000479,0.00142,0.111,0.244,90.011,2bzitsPcImYC6DZWvvLCQi,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7297,Imagine Dragons,Bad Liar,260773,2021-06-16 10:39:00,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,2RSHsoi04658QL5xgQVov3,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7298,Imagine Dragons,Digital,201040,2021-06-16 10:43:00,0.49,0.889,7,-5.179,1,0.17,0.00155,2.76e-06,0.162,0.383,166.779,4qhDA6s0MkD5XpDqGLHIEY,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7299,Imagine Dragons,Birds,219440,2021-06-16 10:46:00,0.649,0.517,1,-7.428,0,0.0297,0.0146,1.63e-06,0.145,0.35,119.997,6Tvzf3VEi16JMhAgOwdt2y,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7300,Imagine Dragons,Cool Out,217866,2021-06-16 10:50:00,0.636,0.718,1,-4.833,0,0.0313,0.00483,6.51e-06,0.292,0.437,143.929,6LXMUR2rpxFBDo6nilS3yX,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7301,Imagine Dragons,Bullet In A Gun,204853,2021-06-16 10:54:00,0.816,0.735,8,-5.49,1,0.0539,0.16,0.000108,0.0665,0.476,130.029,3R4Xk37WTagjzODMNEQLvs,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7302,Imagine Dragons,Love,166360,2021-06-16 11:03:00,0.579,0.596,8,-4.823,1,0.0561,0.436,0.0938,0.0549,0.443,119.9,4gvrJnKCKIPiacNsWVQwEU,3,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],5NzoKSfocwLOb6o0lXfTM9
7303,Imagine Dragons,Machine,11330,2021-06-16 11:13:00,0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045,4uGY9CqDtGtaTTLg1cgsWD,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7304,Alan Walker,Tired - Kygo Remix,1181,2021-06-16 11:13:00,0.598,0.74,2,-7.391,1,0.0684,0.026,0.0,0.0895,0.342,123.945,3t0J8vI9StQD8KIBkT2Cp5,4,Tired (Kygo Remix),1wRWIwbh1h8z7QUoZONvwT
7305,Kygo,Broken Glass,1549,2021-06-16 11:13:00,0.526,0.633,7,-7.002,1,0.134,0.372,0.0,0.129,0.272,171.044,78ldtCaBRJVp2i91B715L0,3,Golden Hour,7tcs1X9pzFvcLOPuhCstQJ
7306,Imagine Dragons,Stuck,172694,2021-06-16 11:13:00,0.621,0.478,5,-8.246,1,0.0351,0.263,0.0,0.257,0.248,115.023,5Z9SQPYU95S6M1vcbLsDt2,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7307,Ed Sheeran,Perfect - Mike Perry Remix,221332,2021-06-16 11:17:00,0.732,0.756,5,-4.309,0,0.0324,0.26,0.0,0.13,0.343,113.98,5AJgjETGRZMlONKiKzYCUy,3,Perfect (Mike Perry Remix),3ZQ5TYGh6ei3IDnQ3GscGh
7308,Kygo,Hurting,186325,2021-06-16 11:20:00,0.655,0.431,4,-9.631,1,0.0493,0.265,1.22e-06,0.0922,0.292,99.954,4Ufg9X9VocHbzKxXGhCOie,4,Golden Hour,7tcs1X9pzFvcLOPuhCstQJ
7309,ILLENIUM,Crashing (feat. Bahari),230000,2021-06-16 11:24:00,0.582,0.681,5,-6.138,1,0.0458,0.342,0.0,0.186,0.273,95.995,17Efhyf4A96n0EFXKeB7Ya,4,ASCEND,60xcVwuQJAOyu11xf9mObS
7310,The Chainsmokers,Something Just Like This,75168,2021-06-16 11:36:00,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,4,Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr
7311,OneRepublic,I Lived,8787,2021-06-16 11:39:00,0.593,0.851,9,-5.456,1,0.0446,0.0683,0.0,0.271,0.344,119.987,3IQF4xCQUPicbA4hWfTxPo,4,Native,20lOt6G8MHv8ZO7ViOmiP7
7312,Kygo,Think About You - Galantis Remix,181040,2021-06-16 11:39:00,0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08e-05,0.404,0.332,124.018,4fC6tDEFmSBBCRBUOPeQ8b,4,Think About You (Galantis Remix),2wXZfNTNqANPvIG3mXhn7I
7313,U2,Stuck In A Moment You Can't Get Out Of,5799,2021-06-16 11:39:00,0.526,0.665,4,-4.997,1,0.0243,0.407,0.000271,0.169,0.285,158.493,1klDPm7SfsS32hl7KHV9iy,4,All That You Can't Leave Behind,7a5U0GPoAvT3gvEY66FRuN
7314,U2,Volcano,194116,2021-06-16 11:43:00,0.611,0.753,0,-6.558,1,0.0335,0.00603,0.000264,0.124,0.601,134.86,2wu3qpX3z6GfVmeeNF2GO2,4,Songs Of Innocence,7DY6v8qiyQcsTCqUWjH7pS
7315,U2,Iris (Hold Me Close),319457,2021-06-16 11:48:00,0.513,0.781,4,-9.606,0,0.0348,0.00784,0.0336,0.16,0.102,126.974,7kbQE1Xbyf7kvcn4DVICiR,4,Songs Of Innocence,7DY6v8qiyQcsTCqUWjH7pS
7316,U2,Sleep Like A Baby Tonight,301525,2021-06-16 11:53:00,0.559,0.354,6,-12.5,0,0.0309,0.454,0.00132,0.11,0.471,171.98,42aRvnJ6SEjHHkceUdDr3w,4,Songs Of Innocence,7DY6v8qiyQcsTCqUWjH7pS
7317,U2,Song For Someone,139200,2021-06-16 12:16:00,0.569,0.471,11,-9.688,1,0.0259,0.166,9.41e-06,0.419,0.409,104.998,40xcrghLmBuKzRFSZ6klGZ,4,Songs Of Innocence,7DY6v8qiyQcsTCqUWjH7pS
7318,Kygo,Could You Love Me,2994,2021-06-16 13:43:00,0.693,0.739,0,-6.682,0,0.0388,0.164,1.66e-06,0.0906,0.675,99.976,7hd0ZLywUE3GZWNPXKBRGE,4,Golden Hour,7tcs1X9pzFvcLOPuhCstQJ
7319,U2,You’re The Best Thing About Me - U2 Vs. Kygo,1548,2021-06-16 13:43:00,0.779,0.601,2,-7.769,1,0.0858,0.00582,0.0,0.0875,0.694,117.059,4QWSk7Ynu34r3EOHSwp9nI,4,Songs Of Experience (Deluxe Edition),6S9YaGXnmRe8tWJ0e457HP
7320,Kygo,Forever Yours - Avicii Tribute,1684,2021-06-16 13:43:00,0.529,0.612,10,-8.794,1,0.052,0.253,0.0,0.246,0.434,119.272,3o1CUVeHIid49sabk6A6Nf,4,Forever Yours (Avicii Tribute),63VE57Ol6fcAC0fb6kGx5y
7321,Kygo,Say You Will,23,2021-06-16 13:43:00,0.593,0.43,0,-8.977,1,0.0431,0.304,0.0,0.0896,0.0955,122.09,5vDjcNbN4m9fxWcrpR64Wu,4,Golden Hour,7tcs1X9pzFvcLOPuhCstQJ
7322,Kygo,Feels Like Forever,793,2021-06-16 13:43:00,0.643,0.719,1,-5.535,1,0.11,0.414,0.0,0.0744,0.394,119.973,4B6xQy8i7cVzKT8kPIhBY5,4,Golden Hour,7tcs1X9pzFvcLOPuhCstQJ
7323,The Score,Carry On,54067,2021-06-16 13:43:00,0.411,0.675,5,-6.251,0,0.0591,0.063,0.0,0.092,0.545,130.134,7uCBGNn991AM68fR4tSDco,4,Carry On,4JnL4N9xWOWrQIF7rCdEXH
7324,Kygo,Lose Somebody,2162,2021-06-16 13:43:00,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,1sgDyuLooyvEML4oHspNza,4,Golden Hour,7tcs1X9pzFvcLOPuhCstQJ
7325,Kygo,Feels Like Forever,217246,2021-06-16 13:51:00,0.643,0.719,1,-5.535,1,0.11,0.414,0.0,0.0744,0.394,119.973,4B6xQy8i7cVzKT8kPIhBY5,4,Golden Hour,7tcs1X9pzFvcLOPuhCstQJ
7326,Kygo,Freedom,198635,2021-06-16 13:57:00,0.715,0.635,7,-6.591,1,0.0791,0.127,0.0,0.0862,0.39,112.887,5Gj1wG8b12VQdEd3hUuSwo,4,Freedom,34JUh6M6Bvy2Dvo13bWfu4
7327,Kygo,Hurting,186325,2021-06-16 14:05:00,0.655,0.431,4,-9.631,1,0.0493,0.265,1.22e-06,0.0922,0.292,99.954,4Ufg9X9VocHbzKxXGhCOie,4,Golden Hour,7tcs1X9pzFvcLOPuhCstQJ
7328,Kygo,Happy Now,211362,2021-06-16 14:08:00,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,0.492,117.999,14sOS5L36385FJ3OL8hew4,4,Happy Now,6nAjd2MlBY1f1mNu6BsWLO
7329,Imagine Dragons,Cool Out,217866,2021-06-16 14:19:00,0.636,0.718,1,-4.833,0,0.0313,0.00483,6.51e-06,0.292,0.437,143.929,6LXMUR2rpxFBDo6nilS3yX,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7330,Imagine Dragons,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",210933,2021-06-16 14:22:00,0.634,0.662,6,-7.543,1,0.0325,0.000479,0.00142,0.111,0.244,90.011,2bzitsPcImYC6DZWvvLCQi,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7331,Imagine Dragons,Machine,181880,2021-06-16 14:25:00,0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045,4uGY9CqDtGtaTTLg1cgsWD,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7332,Imagine Dragons,Machine,6217,2021-06-16 14:41:00,0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045,4uGY9CqDtGtaTTLg1cgsWD,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7333,Imagine Dragons,Bad Liar,260773,2021-06-16 14:46:00,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,2RSHsoi04658QL5xgQVov3,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7334,Imagine Dragons,Digital,201040,2021-06-16 14:49:00,0.49,0.889,7,-5.179,1,0.17,0.00155,2.76e-06,0.162,0.383,166.779,4qhDA6s0MkD5XpDqGLHIEY,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7335,Imagine Dragons,Cool Out,217866,2021-06-16 14:53:00,0.636,0.718,1,-4.833,0,0.0313,0.00483,6.51e-06,0.292,0.437,143.929,6LXMUR2rpxFBDo6nilS3yX,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7336,Imagine Dragons,Stuck,190853,2021-06-16 15:07:00,0.621,0.478,5,-8.246,1,0.0351,0.263,0.0,0.257,0.248,115.023,5Z9SQPYU95S6M1vcbLsDt2,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7337,Imagine Dragons,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",210933,2021-06-16 15:10:00,0.634,0.662,6,-7.543,1,0.0325,0.000479,0.00142,0.111,0.244,90.011,2bzitsPcImYC6DZWvvLCQi,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
7338,Imagine Dragons,Bullet In A Gun,204853,2021-06-16 15:17:00,0.816,0.735,8,-5.49,1,0.0539,0.16,0.000108,0.0665,0.476,130.029,3R4Xk37WTagjzODMNEQLvs,4,Origins (Deluxe),3JfSxDfmwS5OeHPwLSkrfr
